comm_insee;NOM_COM;Nb_log_pp_2022;Prop_logvac_pp_2A_010121
6023;Breil-sur-Roya;2 069;10,9
6025;Le Broc;780;3,1
6027;Cagnes-sur-Mer;30 787;2
6028;Caille;496;3,2
6029;Cannes;68 339;0,2
6030;Le Cannet;25 749;0,7
6031;Cantaron;642;2,3
6032;Cap-d'Ail;3 941;5
6033;Carros;5 197;0,8
6034;Castagniers;809;2
6035;Castellar;718;4,2
6037;Caussols;;
6038;Châteauneuf-Grasse;1 998;0,6
6039;Châteauneuf-Villevieille;506;3,8
6041;Cipières;323;5,6
6042;Clans;614;11,2
6043;Coaraze;599;10,7
6044;La Colle-sur-Loup;4 257;0,6
6046;Colomars;1 521;1,1
6048;Contes;3 546;3
6054;Drap;1 994;1,7
6057;L'Escarène;1 374;8,7
6058;Escragnolles;349;3,4
6059;Èze;2 530;3,4
6060;Falicon;987;1,8
6062;Fontan;534;17,4
6064;Gattières;2 049;1,7
6065;La Gaude;3 189;1,4
6066;Gilette;870;7,6
6067;Gorbio;924;4
6069;Grasse;25 602;1,5
6070;Gréolières;839;3,5
6071;Guillaumes;1 105;5
6073;Isola;3 230;3,8
6074;Lantosque;1 238;11
6075;Levens;2 655;4,8
6077;Lucéram;1 120;7,7
6078;Malaussène;;
6083;Menton;28 210;2,3
6084;Mouans-Sartoux;5 226;0,7
6085;Mougins;;
6086;Moulinet;411;10,5
6088;Nice;220 682;1,9
6089;Opio;1 345;1,2
6090;Pégomas;3 713;0,5
6091;Peille;1 678;7,7
6092;Peillon;818;3,7
6094;Péone;2 262;4,2
6095;Peymeinade;4 519;0,8
6097;Pierrefeu;;
6099;Puget-Théniers;1 057;6,6
6101;Rigaud;218;9,6
6103;Roquebillière;1 447;6,1
6104;Roquebrune-Cap-Martin;14 244;3,3
6105;Roquefort-les-Pins;3 559;0,6
6106;Roquestéron;;
6108;La Roquette-sur-Siagne;2 502;0,5
6109;La Roquette-sur-Var;471;6,4
6110;Roubion;358;7,3
6111;Roure;212;13,2
6112;Le Rouret;2 099;0,7
6113;Sainte-Agnès;797;2,8
6114;Saint-André-de-la-Roche;2 078;1,6
6117;Saint-Blaise;592;2,5
6118;Saint-Cézaire-sur-Siagne;2 708;1,5
6120;Saint-Étienne-de-Tinée;4 187;4,9
6121;Saint-Jean-Cap-Ferrat;2 222;3,9
6122;Saint-Jeannet;2 166;1,8
6123;Saint-Laurent-du-Var;18 341;1,7
6126;Saint-Martin-du-Var;1 443;2,6
6127;Saint-Martin-Vésubie;2 192;5,8
6128;Saint-Paul-de-Vence;2 313;0,7
6129;Saint-Sauveur-sur-Tinée;314;12,4
6130;Saint-Vallier-de-Thiey;1 944;1,6
6132;Saorge;688;11,2
6135;Sigale;272;7
6136;Sospel;2 720;6,1
6138;Théoule-sur-Mer;3 392;1,4
6140;Le Tignet;;
6141;Toudon;338;9,8
6142;Touët-de-l'Escarène;223;11,2
6143;Touët-sur-Var;378;5,3
6144;La Tour;395;8,4
6147;Tourrette-Levens;2 288;1,7
6148;Tourrettes-sur-Loup;2 790;0,9
6149;La Trinité;4 327;1,3
6150;La Turbie;2 375;4,1
6151;Utelle;823;7,4
6152;Valbonne;5 739;1
6153;Valdeblore;1 855;5,6
6154;Valderoure;531;2,8
6155;Vallauris;20 282;1
6156;Venanson;286;14,3
6157;Vence;11 833;0,9
6158;Villars-sur-Var;536;6,5
6159;Villefranche-sur-Mer;5 465;2,6
6161;Villeneuve-Loubet;12 671;1,8
6162;La Brigue;1 108;10,8
6163;Tende;2 155;12,9
7001;Accons;;
7005;Alba-la-Romaine;915;3,2
7007;Alboussière;693;15
7008;Alissas;677;2,8
7009;Andance;650;3,8
7010;Annonay;8 343;7,4
7011;Vallées-d'Antraigues-Asperjoc;784;8,8
7012;Arcens;352;13,4
7013;Ardoix;600;2,7
7014;Arlebosc;;
7017;Les Assions;605;4,5
7019;Aubenas;7 011;7,5
7022;Baix;632;4
7023;Balazuc;446;4,9
7024;Banne;668;4,2
7025;Barnas;296;14,2
7027;Beauchastel;775;3,1
7028;Beaulieu;414;8
7029;Beaumont;;
7030;Beauvène;226;10,2
7031;Berrias-et-Casteljau;630;6
7035;Boffres;447;8,1
7037;Borée;233;7,3
7041;Boulieu-lès-Annonay;1 132;4,6
7042;Bourg-Saint-Andéol;3 633;4,9
7045;Burzet;675;12,1
7048;Chalencon;333;6,3
7050;Chambonas;711;5,6
7052;Champis;420;4,3
7053;Chandolas;437;6,9
7054;Chanéac;;
7055;Charmes-sur-Rhône;1 257;2,1
7056;Charnas;399;2,8
7058;Chassiers;690;6,8
7061;Chauzon;406;5,7
7064;Le Cheylard;1 892;16,7
7065;Chirols;223;6,3
7066;Chomérac;1 637;3,3
7068;Colombier-le-Jeune;386;7
7069;Colombier-le-Vieux;414;4,3
7070;Cornas;1 088;1,7
7071;Coucouron;644;6,4
7072;Coux;886;4,5
7073;Le Crestet;386;4,1
7075;Cros-de-Géorand;;
7076;Cruas;1 255;6,5
7077;Darbres;;
7078;Davézieux;1 531;1,8
7079;Désaignes;944;7,3
7080;Devesset;356;5,3
7082;Dornas;275;10,5
7083;Dunière-sur-Eyrieux;319;4,1
7084;Eclassan;496;4,2
7085;Empurany;503;4
7086;Étables;459;4,8
7087;Fabras;;
7089;Félines;809;2,1
7090;Flaviac;656;3,8
7093;Genestelle;302;6,3
7095;Gilhoc-sur-Ormèze;;
7096;Gluiras;422;5
7097;Glun;;
7099;Gras;441;5,7
7100;Gravières;465;3,7
7101;Grospierres;730;5,8
7102;Guilherand-Granges;6 124;1,2
7103;Saint-Julien-d'Intres;388;12,1
7106;Issarlès;;
7107;Jaujac;1 026;9,6
7109;Joannas;312;8,3
7110;Joyeuse;1 349;6
7112;Labastide-sur-Bésorgues;279;13,6
7113;Labastide-de-Virac;;
7115;Labeaume;646;4
7116;Labégude;974;11,5
7117;Lablachère;1 467;5,5
7119;Le Lac-d'Issarlès;260;7,3
7121;Lachapelle-Graillouse;;
7122;Lachapelle-sous-Aubenas;901;3,6
7126;Lagorce;944;7,9
7127;Lalevade-d'Ardèche;652;10
7128;Lalouvesc;496;13,3
7129;Lamastre;1 582;11
7131;Lanas;302;7
7132;Largentière;1 084;12,3
7134;Laurac-en-Vivarais;625;5,3
7136;Laveyrune;;
7138;Lavilledieu;1 137;4,7
7139;Laviolle;;
7142;Lespéron;388;7,7
7143;Limony;442;5
7145;Lussas;667;5,1
7146;Lyas;369;5,4
7147;Malarce-sur-la-Thines;;
7148;Malbosc;279;6,5
7149;Marcols-les-Eaux;;
7150;Mariac;426;10,1
7151;Mars;315;6,7
7152;Mauves;645;5,6
7153;Mayres;437;14
7155;Mercuer;692;6,4
7156;Meyras;834;7,2
7157;Meysse;677;5,6
7159;Mirabel;439;3,9
7161;Montpezat-sous-Bauzon;706;11,9
7162;Montréal;389;4,6
7165;Belsentes;511;13,3
7167;Les Ollières-sur-Eyrieux;634;6
7168;Orgnac-l'Aven;453;2,9
7171;Payzac;463;8,6
7172;Peaugres;1 022;1,5
7174;Peyraud;;
7177;Plats;407;5,7
7178;Pont-de-Labeaume;456;7,5
7181;Le Pouzin;1 234;4,3
7182;Prades;730;6,6
7183;Pradons;;
7184;Pranles;363;8,8
7185;Préaux;410;6,1
7186;Privas;4 158;8,4
7188;Quintenas;849;3,8
7189;Ribes;294;3,7
7191;Rochemaure;1 059;3,5
7192;Rochepaule;317;10,7
7193;Rocher;;
7196;Rocles;252;6,7
7197;Roiffieux;1 294;2,6
7198;Rompon;552;4,9
7199;Rosières;919;5,5
7201;Ruoms;1 849;6,8
7202;Sablières;;
7204;Saint-Agrève;1 868;9,5
7205;Saint-Alban-d'Ay;;
7207;Saint-Alban-Auriolles;937;6,7
7210;Saint-Andéol-de-Vals;434;8,3
7211;Saint-André-de-Cruzières;421;9
7212;Saint-André-en-Vivarais;;
7215;Saint-Barthélemy-le-Meil;206;6,8
7216;Saint-Barthélemy-Grozon;392;8,2
7217;Saint-Barthélemy-le-Plain;490;6,5
7218;Saint-Basile;309;6,8
7220;Saint-Christol;;
7224;Saint-Cirgues-en-Montagne;376;14,6
7227;Saint-Cyr;633;1,9
7228;Saint-Désirat;458;4,6
7229;Saint-Didier-sous-Aubenas;481;4,8
7230;Saint-Étienne-de-Boulogne;297;6,7
7231;Saint-Étienne-de-Fontbellon;1 505;4,4
7232;Saint-Étienne-de-Lugdarès;387;4,9
7236;Saint-Félicien;718;9,2
7237;Saint-Fortunat-sur-Eyrieux;523;6,1
7238;Saint-Genest-de-Beauzon;263;6,8
7240;Saint-Georges-les-Bains;1 077;4
7241;Saint-Germain;387;5,4
7244;Saint-Jean-Chambre;238;8,8
7245;Saint-Jean-de-Muzols;1 188;2,8
7247;Saint-Jean-le-Centenier;409;7,1
7248;Saint-Jean-Roure;217;9,2
7250;Saint-Jeure-d'Ay;;
7253;Saint-Julien-du-Gua;225;9,3
7254;Saint-Julien-du-Serre;485;3,7
7255;Saint-Julien-en-Saint-Alban;745;1,5
7258;Saint-Julien-Vocance;;
7259;Saint-Just-d'Ardèche;861;2,3
7260;Saint-Lager-Bressac;444;3,6
7261;Saint-Laurent-du-Pape;842;4,8
7262;Saint-Laurent-les-Bains-Laval-d'Aurelle;237;8,9
7264;Saint-Marcel-d'Ardèche;1 386;3,9
7265;Saint-Marcel-lès-Annonay;612;4,4
7267;Saint-Martial;364;11
7268;Saint-Martin-d'Ardèche;859;7,6
7269;Saint-Martin-de-Valamas;1 001;16,6
7270;Saint-Martin-sur-Lavezon;;
7272;Saint-Maurice-d'Ardèche;;
7273;Saint-Maurice-d'Ibie;223;5,4
7274;Saint-Maurice-en-Chalencon;212;14,2
7278;Saint-Michel-de-Chabrillanoux;351;5,4
7279;Saint-Montan;986;3,3
7280;Saint-Paul-le-Jeune;774;8,8
7281;Saint-Péray;3 626;2,6
7282;Saint-Pierre-de-Colombier;326;12,6
7284;Saint-Pierre-Saint-Jean;;
7286;Saint-Pierreville;422;8,5
7287;Saint-Pons;204;5,4
7288;Saint-Priest;627;2,9
7289;Saint-Privat;888;5,3
7291;Saint-Remèze;669;6,3
7292;Saint-Romain-d'Ay;572;2,6
7293;Saint-Romain-de-Lerps;473;3
7294;Saint-Sauveur-de-Cruzières;456;7,9
7295;Saint-Sauveur-de-Montagut;738;12,2
7296;Saint-Sernin;858;2
7297;Saint-Sylvestre;308;7,8
7300;Saint-Thomé;;
7301;Saint-Victor;637;5,2
7302;Saint-Vincent-de-Barrès;400;3,8
7303;Saint-Vincent-de-Durfort;243;7,8
7304;Salavas;915;4
7306;Sampzon;;
7307;Sanilhac;390;9,2
7308;Sarras;1 178;5,5
7309;Satillieu;948;6,3
7312;Sécheras;282;4,3
7313;Serrières;642;5,6
7314;Silhac;389;8
7315;La Souche;464;9,1
7316;Soyons;1 076;1,8
7319;Le Teil;4 225;4,3
7322;Thueyts;994;10
7323;Toulaud;797;3,3
7324;Tournon-sur-Rhône;5 709;4,2
7325;Ucel;1 220;5,7
7327;Uzer;286;5,2
7328;Vagnas;511;9,4
7329;Valgorge;400;7,5
7330;Vallon-Pont-d'Arc;2 167;7,6
7331;Vals-les-Bains;2 902;8,6
7332;Valvignères;289;4,2
7333;Vanosc;546;6
7334;Les Vans;2 313;5,5
7337;Vernosc-lès-Annonay;1 198;1,7
7338;Vernoux-en-Vivarais;1 230;8,4
7339;Vesseaux;1 043;3,9
7340;Veyras;796;2,5
7341;Villeneuve-de-Berg;1 465;6,9
7342;Villevocance;592;4,6
7343;Vinezac;770;4,4
7345;Vion;451;2,9
7346;Viviers;2 029;8,7
7347;Vocance;360;5,3
7348;Vogüé;726;5,8
7349;La Voulte-sur-Rhône;2 423;5,4
8003;Aiglemont;794;1,6
8008;Amagne;361;4,2
8024;Asfeld;492;3
8025;Attigny;588;8,5
8028;Aubrives;405;3,2
8037;Auvillers-les-Forges;396;5,8
8039;Avaux;276;4,3
8040;Les Ayvelles;;
8043;Balan;772;2,8
8053;Bazeilles;1 190;1,6
8067;Blagny;;
8076;Boulzicourt;458;3,7
8078;Bourg-Fidèle;401;5,2
8081;Bogny-sur-Meuse;2 235;4,7
8089;Buzancy;;
8090;Carignan;1 327;3,7
8105;Charleville-Mézières;16 954;4,7
8107;Château-Porcien;457;4,6
8113;Chaumont-Porcien;269;6,7
8115;Chémery-Chéhéry;288;4,2
8116;Bairon et ses environs;579;9,2
8122;Chooz;409;6,8
8139;Deville;510;3,9
8140;Dom-le-Mesnil;485;2,3
8142;Donchery;741;2
8145;Douzy;808;1,9
8151;Écordal;170;6,5
8156;Éteignières;234;4,7
8173;Flize;745;3
8174;Floing;1 125;2,6
8179;Francheval;;
8183;Fromelennes;495;8,1
8185;Fumay;1 621;6,7
8188;Gespunsart;525;3,8
8190;Givet;3 002;8
8194;Glaire;;
8198;Grandpré;339;13
8199;La Grandville;360;3,3
8211;Haraucourt;360;8,3
8214;Hargnies;291;10
8218;Les Hautes-Rivières;790;13,9
8222;Haybes;934;4
8237;Joigny-sur-Meuse;317;3,5
8239;Juniville;512;2,1
8242;Laifour;249;7,6
8254;Liart;261;6,1
8262;Lucquy;283;6
8264;Machault;;
8276;Margut;;
8281;Matton-et-Clémency;252;11,1
8282;Maubert-Fontaine;491;7,1
8284;Les Mazures;436;4,6
8289;Messincourt;;
8298;Montcy-Notre-Dame;791;2,8
8302;Monthermé;917;6,5
8303;Monthois;200;7
8311;Mouzon;991;3,9
8316;Neufmanil;517;4,8
8319;Neuville-lez-Beaulieu;187;6,4
8327;Nouvion-sur-Meuse;945;2,8
8328;Nouzonville;2 272;6
8329;Novion-Porcien;239;6,3
8341;Poix-Terron;370;6,2
8343;Pouru-Saint-Remy;539;4,6
8346;Prix-lès-Mézières;645;1,7
8349;Pure;291;4,5
8353;Rancennes;341;9,1
8354;Raucourt-et-Flaba;390;12,3
8355;Regniowez;;
8357;Remilly-Aillicourt;399;8,8
8361;Renwez;725;2,9
8362;Rethel;2 893;4,9
8363;Revin;2 968;8,8
8365;Rimogne;612;5,1
8366;Rocquigny;422;9
8367;Rocroi;1 052;5,8
8370;Rouvroy-sur-Audry;;
8373;Rumigny;174;11,5
8381;Saint-Germainmont;353;4,2
8385;Saint-Laurent;445;3,6
8391;Saint-Menges;479;4,2
8400;Sapogne-et-Feuchères;253;4,3
8402;Saulces-Monclin;;
8403;Sault-lès-Rethel;630;2,4
8409;Sedan;6 881;6,2
8415;Sery;;
8419;Signy-l'Abbaye;667;7,2
8420;Signy-le-Petit;655;6
8435;Tagnon;400;3
8448;Thilay;664;6,3
8449;Thin-le-Moutier;317;3,5
8457;Tournes;507;2,6
8469;Vendresse;250;5,2
8480;Villers-Semeuse;1 370;2,6
8486;Vireux-Molhain;769;9,9
8487;Vireux-Wallerand;876;5,4
8488;Vivier-au-Court;1 032;5,7
8490;Vouziers;1 988;8,7
8491;Vrigne aux Bois;1 537;2,1
8497;Warcq;662;5,1
8499;Wasigny;199;14,1
9003;L'Aiguillon;;
9014;Argein;;
9015;Arignac;442;4,8
9019;Artigat;338;3,6
9030;Auzat;668;5,4
9032;Ax-les-Thermes;2 951;2,9
9038;La Bastide-de-Besplas;241;7,1
9039;La Bastide-de-Bousignac;;
9040;La Bastide-de-Lordat;;
9042;La Bastide-de-Sérou;632;5,4
9043;La Bastide-sur-l'Hers;491;6,1
9047;Bélesta;870;6,7
9054;Betchat;;
9057;Biert;516;3,5
9060;Bonnac;417;5
9061;Les Bordes-sur-Arize;367;4,9
9062;Bordes-Uchentein;;
9065;Boussenac;501;6,4
9066;Brassac;460;3,3
9074;Camon;;
9075;Campagne-sur-Arize;;
9079;Carla-Bayle;406;5,4
9082;Castelnau-Durban;357;6,7
9085;Castillon-en-Couserans;424;10,1
9103;Crampagna;;
9105;Daumazan-sur-Arize;623;7,2
9107;Dun;430;5,1
9111;Engomer;269;5,9
9113;Ercé;621;7,1
9116;Escosse;230;5,7
9119;Eycheil;311;4,2
9121;Ferrières-sur-Ariège;;
9122;Foix;5 910;4,8
9124;Le Fossat;562;6,2
9125;Fougax-et-Barrineuf;382;6,5
9130;Ganac;512;3,7
9149;Lacourt;;
9157;Laroque-d'Olmes;1 377;5,3
9160;Lavelanet;3 688;6
9161;Léran;454;6,4
9165;Lesparrou;;
9167;Lézat-sur-Lèze;1 309;6,9
9176;Luzenac;;
9181;Le Mas-d'Azil;806;8,8
9182;Massat;1 062;11,4
9185;Mazères;1 936;3,7
9188;Mercus-Garrabet;691;2,3
9194;Mirepoix;2 130;5,4
9199;Montaut;402;7,5
9202;Montégut-Plantaurel;;
9206;Montferrier;963;3,4
9207;Montgaillard;874;3,7
9209;Montjoie-en-Couserans;647;3,2
9214;Moulis;659;3,8
9221;Ornolac-Ussat-les-Bains;200;7,5
9223;Oust;544;3,7
9224;Pailhès;288;7,6
9225;Pamiers;8 003;5
9231;Le Port;463;5,8
9235;Prat-Bonrepaux;538;6,5
9238;Les Pujols;380;2,9
9241;Rabat-les-Trois-Seigneurs;443;3,6
9244;Rieucros;346;3,5
9246;Rimont;362;3
9247;Rivèrenert;271;4,8
9253;Sabarat;;
9257;Sainte-Croix-Volvestre;498;14,3
9261;Saint-Girons;4 552;8,9
9264;Saint-Jean-de-Verges;602;2,8
9265;Saint-Jean-du-Falga;1 326;2,3
9268;Saint-Lizier;801;4,9
9270;Saint-Martin-d'Oydes;;
9272;Saint-Paul-de-Jarrat;771;2,2
9273;Saint-Pierre-de-Rivière;389;2,8
9277;Saint-Ybars;394;4,1
9280;Saurat;925;6,4
9282;Saverdun;2 316;4,3
9283;Savignac-les-Ormeaux;;
9285;Seix;920;6,6
9289;Lorp-Sentaraille;697;3,2
9290;Sentein;377;4,8
9293;Serres-sur-Arget;580;6,4
9299;Soueix-Rogalle;456;3,3
9301;Soulan;483;2,7
9306;Tarascon-sur-Ariège;1 790;7
9312;La Tour-du-Crieu;1 439;1,3
9322;Ustou;1 378;4,1
9324;Varilhes;1 900;3,6
9329;Vernajoul;;
9332;Verniolle;1 132;1,9
9334;Val-de-Sos;1 060;2,9
9336;Villeneuve-d'Olmes;585;3,8
10003;Aix-Villemaur-Pâlis;1 798;5,8
10006;Arcis-sur-Aube;1 310;6,5
10018;Auxon;466;6,4
10030;Barberey-Saint-Sulpice;505;3,6
10031;Barbuise;;
10033;Bar-sur-Aube;2 015;16,5
10034;Bar-sur-Seine;1 122;13
10035;Bayel;347;7,5
10040;Bernon;;
10051;Bouilly;443;3,4
10060;Bréviandes;1 100;5,5
10061;Brévonnes;;
10064;Brienne-le-Château;1 133;9,3
10067;Buchères;752;2
10070;Celles-sur-Ource;319;11,6
10076;Champignol-lez-Mondeville;234;15
10080;Chaource;537;14,7
10081;La Chapelle-Saint-Luc;2 666;3,9
10084;Charmont-sous-Barbuise;448;4,2
10094;Chavanges;291;10,3
10098;Chesley;;
10099;Chessy-les-Prés;311;7,7
10100;Clérey;546;3,7
10102;Colombé-la-Fosse;;
10112;Coussegrey;;
10114;Crancey;345;7,2
10115;Creney-près-Troyes;843;2,5
10123;Dienville;547;7,5
10140;Ervy-le-Châtel;569;14,2
10141;Essoyes;491;15,1
10142;Estissac;830;5,5
10143;Étourvy;;
10151;Fontaine-les-Grès;378;5,6
10153;Fontaine-Mâcon;308;8,1
10158;Fouchères;;
10170;Gyé-sur-Seine;323;14,2
10187;Landreville;376;13,3
10188;Lantages;134;9
10193;Lesmont;;
10196;Lignières;184;9,8
10199;Loches-sur-Ource;282;11,7
10203;Longchamp-sur-Aujon;;
10208;La Louptière-Thénard;;
10209;Lusigny-sur-Barse;861;4,1
10216;Mailly-le-Camp;457;8,3
10220;Maizières-la-Grande-Paroisse;781;6,1
10222;Maraye-en-Othe;;
10224;Marigny-le-Châtel;653;4,4
10227;Marolles-sous-Lignières;215;7,9
10232;Merrey-sur-Arce;;
10233;Méry-sur-Seine;555;5,6
10238;Mesnil-Saint-Père;246;8,1
10261;Mussy-sur-Seine;582;18
10262;Neuville-sur-Seine;262;11,5
10265;Les Noës-près-Troyes;754;1,9
10268;Nogent-sur-Seine;2 286;11
10280;Pars-lès-Romilly;405;3
10282;Payns;581;3,3
10287;Piney;545;7,3
10289;Plancy-l'Abbaye;466;9,4
10297;Pont-Sainte-Marie;1 466;2,7
10298;Pont-sur-Seine;445;5,4
10317;Les Riceys;865;12,8
10319;Rigny-le-Ferron;274;9,9
10321;La Rivière-de-Corps;;
10323;Romilly-sur-Seine;6 028;6,7
10325;Rosières-près-Troyes;1 605;1
10329;Rouilly-Saint-Loup;;
10331;Rumilly-lès-Vaudes;266;6,8
10333;Saint-André-les-Vergers;5 260;2,9
10334;Saint-Aubin;;
10335;Saint-Benoist-sur-Vanne;144;12,5
10340;Saint-Germain;930;1,8
10341;Saint-Hilaire-sous-Romilly;175;6,3
10343;Saint-Julien-les-Villas;2 795;2,6
10344;Saint-Léger-près-Troyes;;
10349;Saint-Lyé;1 308;2,6
10350;Saint-Mards-en-Othe;441;12,5
10352;Sainte-Maure;740;3,4
10353;Saint-Mesmin;404;3,5
10357;Saint-Parres-aux-Tertres;1 283;2,1
10358;Saint-Parres-lès-Vaudes;481;3,5
10359;Saint-Phal;248;7,3
10362;Sainte-Savine;5 200;5,2
10363;Saint-Thibault;250;4,4
10367;La Saulsotte;;
10368;Savières;;
10382;Traînel;497;5,6
10387;Troyes;26 637;9,4
10390;Urville;;
10392;Vallant-Saint-Georges;201;5,5
10401;Vendeuvre-sur-Barse;885;10,8
10406;Verrières;807;2,1
10420;Villenauxe-la-Grande;1 039;7,5
10426;Ville-sous-la-Ferté;326;8,3
10437;Virey-sous-Bar;259;8,1
11001;Aigues-Vives;341;10
11003;Ajac;;
11004;Alaigne;210;12,4
11005;Alairac;580;2,6
11008;Alet-les-Bains;382;11,3
11009;Alzonne;797;7
11012;Argeliers;1 137;5,7
11014;Armissan;792;4,9
11018;Arzens;638;6,3
11021;Axat;466;12,2
11022;Azille;975;7,4
11023;Badens;373;8,6
11024;Bages;622;5,3
11027;Barbaira;376;5,6
11028;Belcaire;433;4,8
11033;Belpech;778;8,5
11034;Belvèze-du-Razès;474;6,5
11035;Belvianes-et-Cavirac;245;13,1
11037;Berriac;;
11040;Bizanet;929;8,2
11041;Bize-Minervois;866;8,1
11042;Blomac;156;7,7
11048;Boutenac;491;11,2
11049;Bram;1 703;4,6
11055;Bugarach;;
11063;Campagne-sur-Aude;398;8,8
11066;Camurac;268;4,5
11067;Canet;1 001;5,8
11068;Capendu;758;5,9
11069;Carcassonne;24 093;5,3
11070;Carlipa;210;8,6
11076;Castelnaudary;5 708;9,5
11077;Castelnau-d'Aude;316;5,1
11081;Caunes-Minervois;1 072;6,9
11084;Caux-et-Sauzens;468;7,3
11085;Cavanac;490;2,7
11086;Caves;484;5,2
11088;Cazilhac;;
11089;Cenne-Monestiés;287;9,4
11090;Cépie;308;5,5
11091;Chalabre;820;15,6
11098;Conilhac-Corbières;529;6,6
11099;Conques-sur-Orbiel;1 230;3,3
11102;Couffoulens;313;5,1
11103;Couiza;612;7,8
11105;Cournanel;;
11106;Coursan;3 083;3,9
11111;Cruscades;419;5,3
11115;Cuxac-Cabardès;490;4,9
11116;Cuxac-d'Aude;2 283;6,1
11119;La Digne-d'Amont;;
11122;Douzens;470;5,5
11124;Durban-Corbières;485;10,9
11125;Embres-et-Castelmaure;;
11126;Escales;311;11,3
11129;Espéraza;1 306;6,1
11130;Espezel;;
11131;Val-du-Faby;454;5,9
11132;Fabrezan;950;6,9
11136;Fanjeaux;395;5,6
11138;Fendeille;;
11140;Ferrals-les-Corbières;778;5,1
11144;Fitou;1 132;4,8
11145;Fleury;10 075;2,7
11148;Fontcouverte;354;5,1
11150;Fontiers-Cabardès;302;5
11151;Fontiès-d'Aude;;
11164;Ginestas;893;6,9
11165;Ginoles;;
11170;Gruissan;12 426;1,9
11172;Homps;578;5,4
11178;Labastide-d'Anjou;619;2,7
11181;Labécède-Lauragais;259;5,8
11185;Lagrasse;455;6,4
11188;La Palme;1 418;6,3
11190;La Redorte;791;5,3
11192;Lasbordes;430;3,7
11197;Lauraguel;;
11198;Laure-Minervois;685;9,9
11199;Lavalette;682;2,3
11201;Leuc;415;4,1
11202;Leucate;15 343;1,6
11203;Lézignan-Corbières;5 024;5,3
11206;Limoux;5 581;8
11210;Luc-sur-Orbieu;648;6,3
11211;Magrie;;
11212;Mailhac;346;4,9
11215;Malves-en-Minervois;415;3,1
11216;Malviès;246;6,9
11217;Marcorignan;672;4,6
11220;Marseillette;430;7,2
11221;Les Martys;242;6,6
11222;Mas-Cabardès;196;13,8
11225;Mas-Saintes-Puelles;459;3,9
11233;Mirepeisset;442;3,8
11240;Montazels;379;6,6
11241;Montbrun-des-Corbières;263;9,9
11244;Montfort-sur-Boulzane;190;9,5
11251;Val-de-Dagne;593;9,1
11252;Montmaur;202;12,9
11253;Montolieu;518;6,6
11254;Montréal;1 115;7,5
11255;Montredon-des-Corbières;735;4,8
11256;Montséret;398;5,8
11258;Moussan;1 047;3,1
11259;Moussoulens;481;2,7
11261;Moux;443;7,2
11262;Narbonne;33 768;4,5
11263;Nébias;229;9,6
11264;Névian;673;3,9
11266;Port-la-Nouvelle;7 310;5,6
11267;Ornaisons;707;6,8
11269;Ouveillan;1 419;7,5
11272;Palaja;;
11273;Paraza;475;5,3
11274;Pauligne;;
11276;Paziols;450;5,8
11279;Pennautier;1 258;3,2
11280;Pépieux;608;6,1
11281;Pexiora;575;4
11285;Peyriac-de-Mer;875;4,7
11286;Peyriac-Minervois;691;9,7
11288;Pezens;752;4,7
11289;Pieusse;542;5,5
11293;Pomas;489;2,9
11295;Portel-des-Corbières;778;6,6
11296;Pouzols-Minervois;426;9,6
11297;Pradelles-Cabardès;217;5,5
11299;Preixan;346;4,9
11301;Puichéric;660;8
11302;Puilaurens;289;7,6
11303;Puivert;516;6,8
11304;Quillan;2 467;10,3
11308;Raissac-sur-Lampy;;
11310;Rennes-les-Bains;286;13,3
11315;Rieux-Minervois;1 143;5,6
11316;Rivel;;
11320;Roquefeuil;306;4,9
11322;Roquefort-des-Corbières;814;3,3
11323;Roquetaillade-et-Conilhac;;
11324;Roubia;341;8,2
11327;Roullens;298;5
11328;Routier;172;6,4
11332;Saint-André-de-Roquelongue;841;4,9
11336;Sainte-Colombe-sur-l'Hers;343;6,1
11337;Saint-Couat-d'Aude;261;5,4
11339;Saint-Denis;347;4,6
11340;Sainte-Eulalie;264;6,8
11342;Saint-Frichoux;;
11344;Saint-Hilaire;403;5,2
11345;Saint-Jean-de-Barrou;;
11351;Saint-Laurent-de-la-Cabrerisse;746;8,3
11353;Saint-Marcel-sur-Aude;959;6,5
11356;Saint-Martin-Lalande;534;2,4
11359;Saint-Michel-de-Lanès;;
11360;Saint-Nazaire-d'Aude;1 060;4,6
11361;Saint-Papoul;465;5,4
11366;Sainte-Valière;356;8,7
11367;Saissac;579;7,6
11369;Sallèles-d'Aude;1 485;3,6
11370;Salles-d'Aude;1 852;4,5
11371;Salles-sur-l'Hers;415;6,5
11372;Salsigne;243;8,2
11373;Salvezines;;
11378;Serviès-en-Val;190;11,6
11379;Sigean;3 294;4
11386;Talairan;326;9,8
11390;Thézan-des-Corbières;407;8,4
11392;Tournissan;232;7,3
11393;Tourouzelle;369;11,9
11396;Trausse;419;7,4
11397;Trèbes;2 354;3,1
11401;Tuchan;671;7,7
11404;Ventenac-Cabardès;438;4,6
11405;Ventenac-en-Minervois;394;6,3
11407;Verdun-en-Lauragais;198;9,6
11408;Verzeille;264;6,4
11410;Villalier;479;6,5
11413;Villardonnel;307;3,9
11418;Villasavary;619;7,3
11421;Villedaigne;288;5,9
11425;Villegailhenc;842;5,6
11426;Villegly;581;2,6
11427;Villelongue-d'Aude;;
11428;Villemagne;;
