site_id;nature;nom_prodcartofriches;site_id_ok;TEST
16415_147;observatoire local;Grand Angoulême;16415_147;OK
16244_163;observatoire local;Grand Angoulême;16244_163;OK
16019_197;observatoire local;Grand Angoulême;16019_197;OK
16019_206;observatoire local;Grand Angoulême;16019_206;OK
16026_211;observatoire local;Grand Angoulême;16026_211;OK
16358_213;observatoire local;Grand Angoulême;16358_213;OK
16348_234;observatoire local;Grand Angoulême;16348_234;OK
16015_157;observatoire local;Grand Angoulême;16015_157;OK
16374_298;observatoire local;Grand Angoulême;16374_298;OK
16055_333;observatoire local;Grand Angoulême;16055_333;OK
16422_335;observatoire local;Grand Angoulême;16422_335;OK
16291_618;observatoire local;Grand Angoulême;16291_618;OK
16199_337;observatoire local;Grand Angoulême;16199_337;OK
16015_423;observatoire local;Grand Angoulême;16015_423;OK
16138_427;observatoire local;Grand Angoulême;16138_427;OK
16015_651;observatoire local;Grand Angoulême;16015_651;OK
16244_493;observatoire local;Grand Angoulême;16244_493;OK
16015_497;observatoire local;Grand Angoulême;16015_497;OK
16199_526;observatoire local;Grand Angoulême;16199_526;OK
16015_527;observatoire local;Grand Angoulême;16015_527;OK
16078_556;observatoire local;Grand Angoulême;16078_556;OK
34341_6378;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34341_6378;OK
16374_668;observatoire local;Grand Angoulême;16374_668;OK
16374_686;observatoire local;Grand Angoulême;16374_686;OK
16015_693;observatoire local;Grand Angoulême;16015_693;OK
16055_706;observatoire local;Grand Angoulême;16055_706;OK
16015_714;observatoire local;Grand Angoulême;16015_714;OK
57463_23284;observatoire local;EPF Grand Est;57463_23284;OK
16422_740;observatoire local;Grand Angoulême;16422_740;OK
16291_750;observatoire local;Grand Angoulême;16291_750;OK
16078_754;observatoire local;Grand Angoulême;16078_754;OK
16232_742;observatoire local;Grand Angoulême;16232_742;OK
16154_748;observatoire local;Grand Angoulême;16154_748;OK
16119_859;observatoire local;Grand Angoulême;16119_859;OK
16015_1388;observatoire local;Grand Angoulême;16015_1388;OK
16015_1389;observatoire local;Grand Angoulême;16015_1389;OK
16154_1497;observatoire local;Grand Angoulême;16154_1497;OK
16199_1679;observatoire local;Grand Angoulême;16199_1679;OK
16015_21417;observatoire local;Grand Angoulême;16015_21417;OK
16015_21419;observatoire local;Grand Angoulême;16015_21419;OK
16061_21429;observatoire local;Grand Angoulême;16061_21429;OK
16015_21440;observatoire local;Grand Angoulême;16015_21440;OK
16015_21471;observatoire local;Grand Angoulême;16015_21471;OK
16102_22086;fond friche;Appel à projet Fonds Friches;16102_22086;OK
16113_3;observatoire local;Grand Angoulême;16113_3;OK
16368_23;observatoire local;Grand Angoulême;16368_23;OK
16368_27;observatoire local;Grand Angoulême;16368_27;OK
16078_90;observatoire local;Grand Angoulême;16078_90;OK
16015_117;observatoire local;Grand Angoulême;16015_117;OK
16019_150;observatoire local;Grand Angoulême;16019_150;OK
16382_172;observatoire local;Grand Angoulême;16382_172;OK
16370_178;observatoire local;Grand Angoulême;16370_178;OK
16370_190;observatoire local;Grand Angoulême;16370_190;OK
16015_218;observatoire local;Grand Angoulême;16015_218;OK
16015_292;observatoire local;Grand Angoulême;16015_292;OK
16154_222;observatoire local;Grand Angoulême;16154_222;OK
16348_229;observatoire local;Grand Angoulême;16348_229;OK
16415_236;observatoire local;Grand Angoulême;16415_236;OK
16015_248;observatoire local;Grand Angoulême;16015_248;OK
16199_250;observatoire local;Grand Angoulême;16199_250;OK
16291_259;observatoire local;Grand Angoulême;16291_259;OK
16015_386;observatoire local;Grand Angoulême;16015_386;OK
16015_400;observatoire local;Grand Angoulême;16015_400;OK
51573_22819;observatoire local;DDT de la Marne;51573_22819;OK
16374_467;observatoire local;Grand Angoulême;16374_467;OK
16015_492;observatoire local;Grand Angoulême;16015_492;OK
16287_541;observatoire local;Grand Angoulême;16287_541;OK
16291_597;observatoire local;Grand Angoulême;16291_597;OK
16113_631;observatoire local;Grand Angoulême;16113_631;OK
16015_642;observatoire local;Grand Angoulême;16015_642;OK
16291_647;observatoire local;Grand Angoulême;16291_647;OK
16370_654;observatoire local;Grand Angoulême;16370_654;OK
16138_682;observatoire local;Grand Angoulême;16138_682;OK
16244_696;observatoire local;Grand Angoulême;16244_696;OK
16015_707;observatoire local;Grand Angoulême;16015_707;OK
16078_734;observatoire local;Grand Angoulême;16078_734;OK
16374_749;observatoire local;Grand Angoulême;16374_749;OK
16078_752;observatoire local;Grand Angoulême;16078_752;OK
16271_758;observatoire local;Grand Angoulême;16271_758;OK
16119_762;observatoire local;Grand Angoulême;16119_762;OK
16187_780;observatoire local;Grand Angoulême;16187_780;OK
16015_797;observatoire local;Grand Angoulême;16015_797;OK
16015_818;observatoire local;Grand Angoulême;16015_818;OK
16078_832;observatoire local;Grand Angoulême;16078_832;OK
16374_1188;observatoire local;Grand Angoulême;16374_1188;OK
16078_1301;observatoire local;Grand Angoulême;16078_1301;OK
16382_1541;observatoire local;Grand Angoulême;16382_1541;OK
49307_8053;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;49307_8053;OK
16078_1691;observatoire local;Grand Angoulême;16078_1691;OK
16368_1742;observatoire local;Grand Angoulême;16368_1742;OK
16422_1767;observatoire local;Grand Angoulême;16422_1767;OK
16166_1798;observatoire local;Grand Angoulême;16166_1798;OK
16370_173;observatoire local;Grand Angoulême;16370_173;OK
16415_1807;observatoire local;Grand Angoulême;16415_1807;OK
16166_4830;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16166_4830;OK
16340_8885;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16340_8885;OK
16102_9029;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_9029;OK
16370_13617;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16370_13617;OK
16291_13937;fond friche;Appel à projet Fonds Friches;16291_13937;OK
16015_21579;fond friche;Appel à projet Fonds Friches;16015_21579;OK
16102_14172;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_14172;OK
16167_17485;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16167_17485;OK
16015_21414;observatoire local;Grand Angoulême;16015_21414;OK
16015_21427;observatoire local;Grand Angoulême;16015_21427;OK
16078_36;observatoire local;Grand Angoulême;16078_36;OK
16015_104;observatoire local;Grand Angoulême;16015_104;OK
16015_109;observatoire local;Grand Angoulême;16015_109;OK
16154_142;observatoire local;Grand Angoulême;16154_142;OK
16113_59;observatoire local;Grand Angoulême;16113_59;OK
16287_160;observatoire local;Grand Angoulême;16287_160;OK
16138_276;observatoire local;Grand Angoulême;16138_276;OK
16015_310;observatoire local;Grand Angoulême;16015_310;OK
16015_328;observatoire local;Grand Angoulême;16015_328;OK
16015_363;observatoire local;Grand Angoulême;16015_363;OK
16015_766;observatoire local;Grand Angoulême;16015_766;OK
16015_374;observatoire local;Grand Angoulême;16015_374;OK
16015_393;observatoire local;Grand Angoulême;16015_393;OK
16015_402;observatoire local;Grand Angoulême;16015_402;OK
16119_429;observatoire local;Grand Angoulême;16119_429;OK
16199_1427;observatoire local;Grand Angoulême;16199_1427;OK
16078_438;observatoire local;Grand Angoulême;16078_438;OK
16061_442;observatoire local;Grand Angoulême;16061_442;OK
16015_446;observatoire local;Grand Angoulême;16015_446;OK
16236_456;observatoire local;Grand Angoulême;16236_456;OK
16348_465;observatoire local;Grand Angoulême;16348_465;OK
16113_482;observatoire local;Grand Angoulême;16113_482;OK
16385_486;observatoire local;Grand Angoulême;16385_486;OK
16015_503;observatoire local;Grand Angoulême;16015_503;OK
16119_508;observatoire local;Grand Angoulême;16119_508;OK
16102_17496;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_17496;OK
16015_535;observatoire local;Grand Angoulême;16015_535;OK
16120_551;observatoire local;Grand Angoulême;16120_551;OK
16015_561;observatoire local;Grand Angoulême;16015_561;OK
16015_590;observatoire local;Grand Angoulême;16015_590;OK
16232_591;observatoire local;Grand Angoulême;16232_591;OK
16015_594;observatoire local;Grand Angoulême;16015_594;OK
16232_600;observatoire local;Grand Angoulême;16232_600;OK
16232_608;observatoire local;Grand Angoulême;16232_608;OK
16113_1509;observatoire local;Grand Angoulême;16113_1509;OK
16015_672;observatoire local;Grand Angoulême;16015_672;OK
16287_685;observatoire local;Grand Angoulême;16287_685;OK
16015_718;observatoire local;Grand Angoulême;16015_718;OK
16244_722;observatoire local;Grand Angoulême;16244_722;OK
16015_728;observatoire local;Grand Angoulême;16015_728;OK
16187_770;observatoire local;Grand Angoulême;16187_770;OK
16199_776;observatoire local;Grand Angoulême;16199_776;OK
16370_790;observatoire local;Grand Angoulême;16370_790;OK
16348_796;observatoire local;Grand Angoulême;16348_796;OK
16055_798;observatoire local;Grand Angoulême;16055_798;OK
16374_1190;observatoire local;Grand Angoulême;16374_1190;OK
16015_1264;observatoire local;Grand Angoulême;16015_1264;OK
16113_1266;observatoire local;Grand Angoulême;16113_1266;OK
16370_1676;observatoire local;Grand Angoulême;16370_1676;OK
16187_1734;observatoire local;Grand Angoulême;16187_1734;OK
16078_1743;observatoire local;Grand Angoulême;16078_1743;OK
16244_1778;observatoire local;Grand Angoulême;16244_1778;OK
16015_1808;observatoire local;Grand Angoulême;16015_1808;OK
16244_1986;observatoire local;Grand Angoulême;16244_1986;OK
16169_2807;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16169_2807;OK
16102_3381;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_3381;OK
16089_8918;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16089_8918;OK
16167_8919;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16167_8919;OK
16102_9973;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_9973;OK
16153_17444;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16153_17444;OK
16015_11809;fond friche;Appel à projet Fonds Friches;16015_11809;OK
16015_13046;observatoire local;Grand Angoulême;16015_13046;OK
16187_146;observatoire local;Grand Angoulême;16187_146;OK
16242_17792;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16242_17792;OK
16015_21437;observatoire local;Grand Angoulême;16015_21437;OK
16120_21462;observatoire local;Grand Angoulême;16120_21462;OK
16113_14;observatoire local;Grand Angoulême;16113_14;OK
16154_41;observatoire local;Grand Angoulême;16154_41;OK
16078_78;observatoire local;Grand Angoulême;16078_78;OK
16055_84;observatoire local;Grand Angoulême;16055_84;OK
16078_88;observatoire local;Grand Angoulême;16078_88;OK
16232_94;observatoire local;Grand Angoulême;16232_94;OK
16370_184;observatoire local;Grand Angoulême;16370_184;OK
16370_189;observatoire local;Grand Angoulême;16370_189;OK
16015_219;observatoire local;Grand Angoulême;16015_219;OK
16015_247;observatoire local;Grand Angoulême;16015_247;OK
16358_286;observatoire local;Grand Angoulême;16358_286;OK
16271_316;observatoire local;Grand Angoulême;16271_316;OK
16015_318;observatoire local;Grand Angoulême;16015_318;OK
16015_321;observatoire local;Grand Angoulême;16015_321;OK
16374_362;observatoire local;Grand Angoulême;16374_362;OK
16015_383;observatoire local;Grand Angoulême;16015_383;OK
16374_416;observatoire local;Grand Angoulême;16374_416;OK
16291_452;observatoire local;Grand Angoulême;16291_452;OK
16119_487;observatoire local;Grand Angoulême;16119_487;OK
16236_572;observatoire local;Grand Angoulême;16236_572;OK
16236_574;observatoire local;Grand Angoulême;16236_574;OK
16015_584;observatoire local;Grand Angoulême;16015_584;OK
16015_587;observatoire local;Grand Angoulême;16015_587;OK
16015_592;observatoire local;Grand Angoulême;16015_592;OK
16232_598;observatoire local;Grand Angoulême;16232_598;OK
16291_615;observatoire local;Grand Angoulême;16291_615;OK
16291_625;observatoire local;Grand Angoulême;16291_625;OK
16113_640;observatoire local;Grand Angoulême;16113_640;OK
16061_649;observatoire local;Grand Angoulême;16061_649;OK
16370_655;observatoire local;Grand Angoulême;16370_655;OK
16015_659;observatoire local;Grand Angoulême;16015_659;OK
16113_680;observatoire local;Grand Angoulême;16113_680;OK
16015_694;observatoire local;Grand Angoulême;16015_694;OK
16015_703;observatoire local;Grand Angoulême;16015_703;OK
16291_720;observatoire local;Grand Angoulême;16291_720;OK
16187_736;observatoire local;Grand Angoulême;16187_736;OK
16154_800;observatoire local;Grand Angoulême;16154_800;OK
16154_812;observatoire local;Grand Angoulême;16154_812;OK
16368_815;observatoire local;Grand Angoulême;16368_815;OK
16422_826;observatoire local;Grand Angoulême;16422_826;OK
16370_1124;observatoire local;Grand Angoulême;16370_1124;OK
16422_1189;observatoire local;Grand Angoulême;16422_1189;OK
16119_1196;observatoire local;Grand Angoulême;16119_1196;OK
16015_1225;observatoire local;Grand Angoulême;16015_1225;OK
16015_1271;observatoire local;Grand Angoulême;16015_1271;OK
16015_1368;observatoire local;Grand Angoulême;16015_1368;OK
16154_1749;observatoire local;Grand Angoulême;16154_1749;OK
16199_1763;observatoire local;Grand Angoulême;16199_1763;OK
16097_4098;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16097_4098;OK
16102_4670;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_4670;OK
16120_5573;fond friche;Appel à projet Fonds Friches;16120_5573;OK
16102_6786;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_6786;OK
16015_11877;fond friche;Appel à projet Fonds Friches;16015_11877;OK
16283_17257;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16283_17257;OK
16102_17495;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_17495;OK
16076_17834;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16076_17834;OK
16281_20929;retour utilisateur;Contribution utilisateur;16281_20929;OK
16138_21401;observatoire local;Grand Angoulême;16138_21401;OK
16061_21430;observatoire local;Grand Angoulême;16061_21430;OK
16291_21446;observatoire local;Grand Angoulême;16291_21446;OK
16015_21549;fond friche;Appel à projet Fonds Friches;16015_21549;OK
16113_12;observatoire local;Grand Angoulême;16113_12;OK
16113_51;observatoire local;Grand Angoulême;16113_51;OK
16078_64;observatoire local;Grand Angoulême;16078_64;OK
16015_119;observatoire local;Grand Angoulême;16015_119;OK
16015_122;observatoire local;Grand Angoulême;16015_122;OK
16015_124;observatoire local;Grand Angoulême;16015_124;OK
16015_133;observatoire local;Grand Angoulême;16015_133;OK
16138_140;observatoire local;Grand Angoulême;16138_140;OK
16187_145;observatoire local;Grand Angoulême;16187_145;OK
16370_191;observatoire local;Grand Angoulême;16370_191;OK
16015_194;observatoire local;Grand Angoulême;16015_194;OK
16154_223;observatoire local;Grand Angoulême;16154_223;OK
16154_225;observatoire local;Grand Angoulême;16154_225;OK
16382_233;observatoire local;Grand Angoulême;16382_233;OK
16138_279;observatoire local;Grand Angoulême;16138_279;OK
16166_413;observatoire local;Grand Angoulême;16166_413;OK
16199_288;observatoire local;Grand Angoulême;16199_288;OK
16015_294;observatoire local;Grand Angoulême;16015_294;OK
16199_473;observatoire local;Grand Angoulême;16199_473;OK
16422_326;observatoire local;Grand Angoulême;16422_326;OK
16015_331;observatoire local;Grand Angoulême;16015_331;OK
16015_342;observatoire local;Grand Angoulême;16015_342;OK
16015_390;observatoire local;Grand Angoulême;16015_390;OK
16113_563;observatoire local;Grand Angoulême;16113_563;OK
16418_568;observatoire local;Grand Angoulême;16418_568;OK
16236_569;observatoire local;Grand Angoulême;16236_569;OK
16236_571;observatoire local;Grand Angoulême;16236_571;OK
16236_577;observatoire local;Grand Angoulême;16236_577;OK
16291_644;observatoire local;Grand Angoulême;16291_644;OK
16385_663;observatoire local;Grand Angoulême;16385_663;OK
16199_684;observatoire local;Grand Angoulême;16199_684;OK
16154_698;observatoire local;Grand Angoulême;16154_698;OK
16210_702;observatoire local;Grand Angoulême;16210_702;OK
16374_719;observatoire local;Grand Angoulême;16374_719;OK
16015_730;observatoire local;Grand Angoulême;16015_730;OK
16232_772;observatoire local;Grand Angoulême;16232_772;OK
16015_779;observatoire local;Grand Angoulême;16015_779;OK
16113_1233;observatoire local;Grand Angoulême;16113_1233;OK
16113_1483;observatoire local;Grand Angoulême;16113_1483;OK
16015_1571;observatoire local;Grand Angoulême;16015_1571;OK
16015_1586;observatoire local;Grand Angoulême;16015_1586;OK
16061_1818;observatoire local;Grand Angoulême;16061_1818;OK
16236_3340;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16236_3340;OK
16102_3377;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_3377;OK
16015_518;observatoire local;Grand Angoulême;16015_518;OK
16015_6860;fond friche;Appel à projet Fonds Friches;16015_6860;OK
16418_7676;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;16418_7676;OK
16369_8914;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16369_8914;OK
16406_12174;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;16406_12174;OK
16382_17359;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16382_17359;OK
16374_534;observatoire local;Grand Angoulême;16374_534;OK
16154_17473;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16154_17473;OK
16015_20547;fond friche;Appel à projet Fonds Friches;16015_20547;OK
16015_20701;fond friche;Appel à projet Fonds Friches;16015_20701;OK
16019_34;observatoire local;Grand Angoulême;16019_34;OK
16166_21404;observatoire local;Grand Angoulême;16166_21404;OK
16166_21407;observatoire local;Grand Angoulême;16166_21407;OK
16078_21459;observatoire local;Grand Angoulême;16078_21459;OK
16120_5;observatoire local;Grand Angoulême;16120_5;OK
16120_26;observatoire local;Grand Angoulême;16120_26;OK
16120_37;observatoire local;Grand Angoulême;16120_37;OK
16154_40;observatoire local;Grand Angoulême;16154_40;OK
16061_85;observatoire local;Grand Angoulême;16061_85;OK
16015_105;observatoire local;Grand Angoulême;16015_105;OK
16166_106;observatoire local;Grand Angoulême;16166_106;OK
16154_116;observatoire local;Grand Angoulême;16154_116;OK
16015_132;observatoire local;Grand Angoulême;16015_132;OK
16138_141;observatoire local;Grand Angoulême;16138_141;OK
16370_149;observatoire local;Grand Angoulême;16370_149;OK
16015_156;observatoire local;Grand Angoulême;16015_156;OK
16015_167;observatoire local;Grand Angoulême;16015_167;OK
16370_175;observatoire local;Grand Angoulême;16370_175;OK
16015_245;observatoire local;Grand Angoulême;16015_245;OK
16370_179;observatoire local;Grand Angoulême;16370_179;OK
16370_192;observatoire local;Grand Angoulême;16370_192;OK
16015_220;observatoire local;Grand Angoulême;16015_220;OK
16348_230;observatoire local;Grand Angoulême;16348_230;OK
16015_240;observatoire local;Grand Angoulême;16015_240;OK
16358_343;observatoire local;Grand Angoulême;16358_343;OK
16015_401;observatoire local;Grand Angoulême;16015_401;OK
16015_403;observatoire local;Grand Angoulême;16015_403;OK
16348_426;observatoire local;Grand Angoulême;16348_426;OK
16015_447;observatoire local;Grand Angoulême;16015_447;OK
16341_448;observatoire local;Grand Angoulême;16341_448;OK
16374_471;observatoire local;Grand Angoulême;16374_471;OK
16370_484;observatoire local;Grand Angoulême;16370_484;OK
16166_491;observatoire local;Grand Angoulême;16166_491;OK
16418_566;observatoire local;Grand Angoulême;16418_566;OK
16291_612;observatoire local;Grand Angoulême;16291_612;OK
16291_620;observatoire local;Grand Angoulême;16291_620;OK
16291_629;observatoire local;Grand Angoulême;16291_629;OK
16374_674;observatoire local;Grand Angoulême;16374_674;OK
16015_688;observatoire local;Grand Angoulême;16015_688;OK
16370_700;observatoire local;Grand Angoulême;16370_700;OK
16236_745;observatoire local;Grand Angoulême;16236_745;OK
16078_751;observatoire local;Grand Angoulême;16078_751;OK
16055_785;observatoire local;Grand Angoulême;16055_785;OK
16422_805;observatoire local;Grand Angoulême;16422_805;OK
57221_21091;fond friche;Appel à projet Fonds Friches;57221_21091;OK
16102_931;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_931;OK
16102_1004;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_1004;OK
16101_1103;observatoire local;Grand Angoulême;16101_1103;OK
16102_1133;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_1133;OK
16015_1364;observatoire local;Grand Angoulême;16015_1364;OK
16019_1762;observatoire local;Grand Angoulême;16019_1762;OK
16078_1804;observatoire local;Grand Angoulême;16078_1804;OK
16244_1839;observatoire local;Grand Angoulême;16244_1839;OK
16026_8714;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16026_8714;OK
16231_6039;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16231_6039;OK
16076_6865;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16076_6865;OK
16210_17535;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16210_17535;OK
16418_11014;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;16418_11014;OK
16153_13839;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;16153_13839;OK
16379_17599;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16379_17599;OK
16146_17438;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16146_17438;OK
16015_21449;observatoire local;Grand Angoulême;16015_21449;OK
16120_21461;observatoire local;Grand Angoulême;16120_21461;OK
16120_21465;observatoire local;Grand Angoulême;16120_21465;OK
16015_136;observatoire local;Grand Angoulême;16015_136;OK
16015_143;observatoire local;Grand Angoulême;16015_143;OK
16113_50;observatoire local;Grand Angoulême;16113_50;OK
16015_101;observatoire local;Grand Angoulême;16015_101;OK
16291_161;observatoire local;Grand Angoulême;16291_161;OK
16199_185;observatoire local;Grand Angoulême;16199_185;OK
16019_207;observatoire local;Grand Angoulême;16019_207;OK
16199_237;observatoire local;Grand Angoulême;16199_237;OK
16199_262;observatoire local;Grand Angoulême;16199_262;OK
16015_295;observatoire local;Grand Angoulême;16015_295;OK
16287_327;observatoire local;Grand Angoulême;16287_327;OK
16358_344;observatoire local;Grand Angoulême;16358_344;OK
16015_372;observatoire local;Grand Angoulême;16015_372;OK
16015_394;observatoire local;Grand Angoulême;16015_394;OK
16015_398;observatoire local;Grand Angoulême;16015_398;OK
16078_436;observatoire local;Grand Angoulême;16078_436;OK
16061_443;observatoire local;Grand Angoulême;16061_443;OK
16348_451;observatoire local;Grand Angoulême;16348_451;OK
16385_455;observatoire local;Grand Angoulême;16385_455;OK
16287_476;observatoire local;Grand Angoulême;16287_476;OK
16166_490;observatoire local;Grand Angoulême;16166_490;OK
16015_523;observatoire local;Grand Angoulême;16015_523;OK
17299_17782;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_17782;OK
16370_547;observatoire local;Grand Angoulême;16370_547;OK
16236_573;observatoire local;Grand Angoulême;16236_573;OK
16236_580;observatoire local;Grand Angoulême;16236_580;OK
16385_601;observatoire local;Grand Angoulême;16385_601;OK
16232_602;observatoire local;Grand Angoulême;16232_602;OK
16291_613;observatoire local;Grand Angoulême;16291_613;OK
16291_623;observatoire local;Grand Angoulême;16291_623;OK
16374_666;observatoire local;Grand Angoulême;16374_666;OK
16015_671;observatoire local;Grand Angoulême;16015_671;OK
16244_695;observatoire local;Grand Angoulême;16244_695;OK
16015_717;observatoire local;Grand Angoulême;16015_717;OK
16146_769;observatoire local;Grand Angoulême;16146_769;OK
16119_777;observatoire local;Grand Angoulême;16119_777;OK
19195_5414;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;19195_5414;OK
16055_799;observatoire local;Grand Angoulême;16055_799;OK
16385_858;observatoire local;Grand Angoulême;16385_858;OK
16015_916;observatoire local;Grand Angoulême;16015_916;OK
16061_1117;observatoire local;Grand Angoulême;16061_1117;OK
16015_1181;observatoire local;Grand Angoulême;16015_1181;OK
16113_1267;observatoire local;Grand Angoulême;16113_1267;OK
16291_1291;observatoire local;Grand Angoulême;16291_1291;OK
16113_1496;observatoire local;Grand Angoulême;16113_1496;OK
16291_1506;observatoire local;Grand Angoulême;16291_1506;OK
17299_5990;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_5990;OK
16055_1592;observatoire local;Grand Angoulême;16055_1592;OK
16102_4834;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16102_4834;OK
16291_6054;observatoire local;Grand Angoulême;16291_6054;OK
16242_6961;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16242_6961;OK
17391_6845;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17391_6845;OK
16154_11806;fond friche;Appel à projet Fonds Friches;16154_11806;OK
16015_12985;fond friche;Appel à projet Fonds Friches;16015_12985;OK
16015_21961;fond friche;Appel à projet Fonds Friches;16015_21961;OK
17153_3446;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17153_3446;OK
16113_17423;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16113_17423;OK
16015_17448;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;16015_17448;OK
16281_20351;fond friche;Appel à projet Fonds Friches;16281_20351;OK
16015_21420;observatoire local;Grand Angoulême;16015_21420;OK
17299_6921;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_6921;OK
17086_8037;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;17086_8037;OK
17143_8716;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17143_8716;OK
17300_15255;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_15255;OK
17300_17885;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17885;OK
17300_17895;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17895;OK
17200_17952;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17200_17952;OK
17300_3439;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_3439;OK
17415_21346;fond friche;Appel à projet Fonds Friches;17415_21346;OK
17028_1289;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17028_1289;OK
17300_7007;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_7007;OK
17142_15261;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_15261;OK
17094_17882;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17094_17882;OK
59609_15220;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59609_15220;OK
17300_17924;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17924;OK
17299_4174;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17299_4174;OK
17414_8514;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17414_8514;OK
17142_9540;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_9540;OK
17285_9803;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17285_9803;OK
17142_9817;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_9817;OK
17142_11720;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;17142_11720;OK
17300_17864;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_17864;OK
17333_17420;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17333_17420;OK
17142_17941;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17142_17941;OK
17010_5592;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17010_5592;OK
17264_7030;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17264_7030;OK
17300_7068;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_7068;OK
17183_17400;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17183_17400;OK
17300_8720;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17300_8720;OK
17172_12976;fond friche;Appel à projet Fonds Friches;17172_12976;OK
17153_17066;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17153_17066;OK
